time,congestió,dens,fluid,molt dens,molt fluid,tallat
2020-03-01 00:00:51,0,7,74,1,210,0
2020-03-01 00:05:54,1,5,74,0,204,0
2020-03-01 00:10:51,2,7,76,0,208,0
2020-03-01 00:15:51,0,5,80,1,210,0
2020-03-01 00:20:50,0,8,75,0,206,0
2020-03-01 00:25:52,0,1,74,0,217,0
2020-03-01 00:30:54,0,2,74,0,207,0
2020-03-01 00:35:55,1,6,61,0,210,0
2020-03-01 00:40:51,1,1,65,2,201,0
2020-03-01 00:45:55,1,2,64,1,210,0
2020-03-01 00:50:51,1,3,61,0,205,0
2020-03-01 00:55:52,0,2,59,0,197,0
2020-03-01 01:00:52,0,2,54,1,189,0
2020-03-01 01:05:52,0,2,52,1,199,0
2020-03-01 01:10:51,1,2,40,2,221,0
2020-03-01 01:15:55,1,3,37,2,215,0
2020-03-01 01:20:52,1,4,36,0,211,0
2020-03-01 01:25:56,0,2,35,2,196,0
2020-03-01 01:30:58,1,2,26,3,193,0
2020-03-01 01:35:56,0,3,26,1,189,0
2020-03-01 01:40:51,1,2,23,0,198,0
2020-03-01 01:45:50,0,3,23,0,194,0
2020-03-01 01:50:54,0,2,21,0,189,0
2020-03-01 01:55:53,0,2,22,0,192,0
2020-03-01 02:00:51,1,2,29,0,181,0
2020-03-01 02:05:53,1,0,22,1,158,0
2020-03-01 02:10:51,2,0,14,0,178,0
2020-03-01 02:15:50,0,0,16,1,175,0
2020-03-01 02:20:52,0,1,15,0,170,0
2020-03-01 02:25:52,0,1,14,0,169,0
2020-03-01 02:30:51,0,2,15,0,158,0
2020-03-01 02:35:52,0,0,17,0,131,0
2020-03-01 02:40:52,0,0,13,0,164,0
2020-03-01 02:45:51,1,2,9,1,152,0
2020-03-01 02:50:51,1,2,15,2,140,0
2020-03-01 02:55:52,0,4,13,1,142,0
2020-03-01 03:00:52,0,4,15,1,143,0
2020-03-01 03:05:50,0,1,22,1,139,0
2020-03-01 03:10:51,1,1,17,0,146,0
2020-03-01 03:15:52,2,0,9,2,152,0
2020-03-01 03:20:51,0,1,12,0,140,0
2020-03-01 03:25:52,0,0,13,0,132,0
2020-03-01 03:30:50,0,0,18,0,131,0
2020-03-01 03:35:51,0,0,14,0,132,0
2020-03-01 03:40:51,0,0,13,0,130,0
2020-03-01 03:45:52,0,0,9,0,125,0
2020-03-01 03:50:52,0,2,12,0,121,0
2020-03-01 03:55:50,0,1,9,0,127,0
2020-03-01 04:00:50,0,4,8,0,111,0
2020-03-01 04:05:50,0,2,12,0,114,0
2020-03-01 04:10:51,0,3,5,0,114,0
2020-03-01 04:15:51,0,2,6,0,107,0
2020-03-01 04:20:52,0,3,7,0,94,0
2020-03-01 04:25:51,0,3,7,0,110,0
2020-03-01 04:30:51,0,1,9,0,105,0
2020-03-01 04:35:51,0,0,7,0,118,0
2020-03-01 04:40:52,1,1,7,0,105,0
2020-03-01 04:45:50,0,0,8,0,109,0
2020-03-01 04:50:51,0,2,7,0,109,0
2020-03-01 04:55:51,0,2,5,0,110,0
2020-03-01 05:00:51,0,0,6,0,107,0
2020-03-01 05:05:52,0,2,9,0,114,0
2020-03-01 05:10:50,0,1,4,0,111,0
2020-03-01 05:15:51,0,3,10,0,117,0
2020-03-01 05:20:51,0,2,12,0,109,0
2020-03-01 05:25:52,0,4,10,0,109,0
2020-03-01 05:30:52,0,1,7,0,117,0
2020-03-01 05:35:50,0,0,10,0,113,0
2020-03-01 05:40:51,0,1,9,0,115,0
2020-03-01 05:45:51,0,5,8,0,119,0
2020-03-01 05:50:51,1,7,6,0,122,0
2020-03-01 05:55:52,0,3,7,0,115,0
2020-03-01 06:00:50,0,3,3,0,107,0
2020-03-01 06:05:50,0,3,50,0,119,0
2020-03-01 06:10:51,0,1,52,0,119,0
2020-03-01 06:15:51,0,2,55,0,133,0
2020-03-01 06:20:52,2,2,58,0,136,0
2020-03-01 06:25:50,0,2,56,1,134,0
2020-03-01 06:30:51,1,0,56,1,147,0
2020-03-01 06:35:52,0,4,51,0,139,0
2020-03-01 06:40:52,0,2,57,0,144,0
2020-03-01 06:45:50,0,1,56,0,145,0
2020-03-01 06:50:51,0,3,55,0,156,0
2020-03-01 06:55:52,0,4,55,0,142,0
2020-03-01 07:00:50,0,2,51,0,135,0
2020-03-01 07:05:50,1,1,53,0,137,0
2020-03-01 07:10:51,1,2,54,0,139,0
2020-03-01 07:15:52,0,1,58,0,147,0
2020-03-01 07:20:50,0,1,52,0,154,0
2020-03-01 07:25:51,0,2,59,0,145,0
2020-03-01 07:30:51,0,2,54,0,144,0
2020-03-01 07:35:51,0,1,64,0,133,0
2020-03-01 07:40:55,0,3,59,0,164,0
2020-03-01 07:45:52,0,1,51,0,167,0
2020-03-01 07:50:51,0,1,58,0,171,0
2020-03-01 07:55:53,0,2,61,0,167,0
2020-03-01 08:00:52,2,3,55,0,164,0
2020-03-01 08:05:58,0,1,57,2,163,0
2020-03-01 08:10:57,0,3,55,0,171,0
2020-03-01 08:15:53,0,3,60,0,182,0
2020-03-01 08:20:52,1,2,57,0,183,0
2020-03-01 08:25:50,0,0,56,0,193,0
2020-03-01 08:30:53,0,1,67,0,191,0
2020-03-01 08:35:55,0,5,69,1,196,0
2020-03-01 08:40:51,1,6,69,0,191,0
2020-03-01 08:45:53,0,4,81,0,204,0
2020-03-01 08:50:54,0,1,72,2,216,0
2020-03-01 08:55:52,0,3,71,0,228,0
2020-03-01 09:00:52,0,1,80,2,220,0
2020-03-01 09:05:51,1,4,74,3,227,0
2020-03-01 09:10:53,1,6,81,1,223,0
2020-03-01 09:15:54,1,7,79,1,227,0
2020-03-01 09:20:52,0,3,89,3,208,0
2020-03-01 09:25:52,0,9,93,2,210,0
2020-03-01 09:30:55,0,5,108,3,218,0
2020-03-01 09:35:55,1,4,109,2,225,0
2020-03-01 09:40:52,0,7,106,4,235,0
2020-03-01 09:45:53,2,4,113,5,226,0
2020-03-01 09:50:51,1,7,114,4,221,0
2020-03-01 09:55:55,1,8,123,5,228,0
2020-03-01 10:00:52,2,7,134,2,218,0
2020-03-01 10:05:52,1,9,117,4,235,0
2020-03-01 10:10:51,0,9,128,4,230,0
2020-03-01 10:15:51,0,7,141,4,228,0
2020-03-01 10:20:52,2,5,160,5,212,0
2020-03-01 10:25:54,3,7,158,4,215,0
2020-03-01 10:30:51,3,8,154,5,209,0
2020-03-01 10:35:53,2,10,179,4,193,0
2020-03-01 10:40:54,4,11,185,4,184,0
2020-03-01 10:45:52,1,16,191,4,184,0
2020-03-01 10:50:54,3,16,210,1,166,0
2020-03-01 10:55:53,0,16,205,2,178,0
2020-03-01 11:00:53,2,12,206,8,166,0
2020-03-01 11:05:52,4,23,198,7,163,0
2020-03-01 11:10:52,2,20,215,7,158,0
2020-03-01 11:15:51,3,19,214,5,140,0
2020-03-01 11:20:53,0,15,201,6,152,0
2020-03-01 11:25:57,2,16,199,6,148,0
2020-03-01 11:30:54,2,22,210,5,139,0
2020-03-01 11:35:52,2,23,204,8,139,0
2020-03-01 11:40:55,1,27,200,8,136,0
2020-03-01 11:45:51,3,27,208,10,131,0
2020-03-01 11:50:52,3,24,207,6,137,0
2020-03-01 11:55:52,2,22,211,9,133,0
2020-03-01 12:00:51,2,25,215,6,129,0
2020-03-01 12:05:51,3,20,223,6,127,0
2020-03-01 12:10:52,3,20,206,5,140,0
2020-03-01 12:15:52,3,12,227,8,125,0
2020-03-01 12:20:51,4,12,221,6,134,0
2020-03-01 12:25:51,5,18,220,8,125,0
2020-03-01 12:30:50,4,25,226,4,114,0
2020-03-01 12:35:54,4,26,224,6,111,0
2020-03-01 12:40:51,1,22,215,10,126,0
2020-03-01 12:45:51,3,19,215,9,132,0
2020-03-01 12:50:52,1,18,218,6,130,0
2020-03-01 12:55:54,5,19,228,2,120,0
2020-03-01 13:00:51,2,21,232,2,116,0
2020-03-01 13:05:50,2,9,239,7,118,0
2020-03-01 13:10:52,3,20,221,7,120,0
2020-03-01 13:15:52,2,22,242,8,101,0
2020-03-01 13:20:53,1,23,232,5,115,0
2020-03-01 13:25:50,2,22,239,3,110,0
2020-03-01 13:30:56,3,20,249,7,97,0
2020-03-01 13:35:52,3,18,251,5,101,0
2020-03-01 13:40:57,5,27,224,6,113,0
2020-03-01 13:45:53,4,20,242,8,102,0
2020-03-01 13:50:52,5,20,241,8,104,0
2020-03-01 13:55:58,3,25,253,7,89,0
2020-03-01 14:00:51,1,21,237,8,107,0
2020-03-01 14:05:53,2,16,228,6,118,0
2020-03-01 14:10:56,3,28,205,5,131,0
2020-03-01 14:15:51,3,27,210,6,127,0
2020-03-01 14:20:53,1,22,207,7,132,0
2020-03-01 14:25:52,2,15,213,5,134,0
2020-03-01 14:30:58,1,14,204,7,149,0
2020-03-01 14:35:51,1,15,211,5,142,0
2020-03-01 14:40:55,1,12,196,7,159,0
2020-03-01 14:45:56,3,19,177,5,165,0
2020-03-01 14:50:52,1,13,176,3,168,0
2020-03-01 14:55:55,1,16,161,2,182,0
2020-03-01 15:00:51,0,13,157,4,182,0
2020-03-01 15:05:52,0,14,151,3,185,0
2020-03-01 15:10:52,0,8,140,2,206,0
2020-03-01 15:15:55,0,13,135,1,208,0
2020-03-01 15:20:52,0,14,130,1,199,0
2020-03-01 15:25:52,1,10,133,2,211,0
2020-03-01 15:30:51,0,7,108,4,231,0
2020-03-01 15:35:53,2,7,124,3,210,0
2020-03-01 15:40:56,1,4,122,3,212,0
2020-03-01 15:45:53,0,4,124,4,203,0
2020-03-01 15:50:51,0,3,131,0,204,0
2020-03-01 15:55:57,1,8,121,1,213,0
2020-03-01 16:00:51,1,8,124,0,222,0
2020-03-01 16:05:52,0,8,123,0,214,0
2020-03-01 16:10:54,1,11,142,1,201,0
2020-03-01 16:15:52,0,5,154,2,193,0
2020-03-01 16:20:53,0,10,149,6,191,0
2020-03-01 16:25:53,0,17,149,2,191,0
2020-03-01 16:30:52,0,12,165,3,186,0
2020-03-01 16:35:57,1,13,170,1,181,0
2020-03-01 16:40:51,1,12,165,5,185,0
2020-03-01 16:45:57,1,17,180,3,162,0
2020-03-01 16:50:52,1,19,175,2,169,0
2020-03-01 16:55:51,3,17,180,2,167,0
2020-03-01 17:00:58,1,18,182,0,167,0
2020-03-01 17:05:51,0,16,183,2,168,0
2020-03-01 17:10:51,0,13,191,3,160,0
2020-03-01 17:15:52,3,12,191,0,158,0
2020-03-01 17:20:54,2,14,190,3,158,0
2020-03-01 17:25:52,0,18,199,2,153,0
2020-03-01 17:30:55,2,18,195,2,147,0
2020-03-01 17:35:52,2,16,209,2,140,0
2020-03-01 17:40:52,3,14,200,4,144,0
2020-03-01 17:45:52,1,18,196,4,154,0
2020-03-01 17:50:51,2,16,201,2,150,0
2020-03-01 17:55:55,1,12,207,3,146,0
2020-03-01 18:00:54,1,10,197,2,157,0
2020-03-01 18:05:52,2,19,209,1,143,0
2020-03-01 18:10:56,1,25,205,4,140,0
2020-03-01 18:15:53,2,19,205,3,147,0
2020-03-01 18:20:51,0,20,213,4,135,0
2020-03-01 18:25:53,0,18,216,7,124,0
2020-03-01 18:30:54,1,16,216,5,129,0
2020-03-01 18:35:52,2,21,226,3,121,0
2020-03-01 18:40:53,1,24,207,3,136,0
2020-03-01 18:45:52,0,29,211,4,125,0
2020-03-01 18:50:53,1,29,214,4,124,0
2020-03-01 18:55:55,0,24,235,6,108,0
2020-03-01 19:00:54,2,26,234,3,107,0
2020-03-01 19:05:52,2,24,230,6,118,0
2020-03-01 19:10:55,3,27,232,4,114,0
2020-03-01 19:15:53,0,29,232,6,108,0
2020-03-01 19:20:50,2,28,224,8,116,0
2020-03-01 19:25:56,0,31,222,7,114,0
2020-03-01 19:30:51,0,35,224,5,113,0
2020-03-01 19:35:53,2,31,228,6,108,0
2020-03-01 19:40:51,3,28,224,4,110,0
2020-03-01 19:45:52,1,26,226,4,118,0
2020-03-01 19:50:52,2,30,229,4,103,0
2020-03-01 19:55:56,2,38,220,4,111,0
2020-03-01 20:00:51,3,29,239,3,98,2
2020-03-01 20:05:51,2,23,231,5,108,2
2020-03-01 20:10:54,3,30,221,6,122,2
2020-03-01 20:15:56,3,31,214,5,126,2
2020-03-01 20:20:51,3,32,217,5,115,2
2020-03-01 20:25:53,2,30,206,6,131,2
2020-03-01 20:30:52,3,24,207,6,131,2
2020-03-01 20:35:52,3,21,203,9,137,2
2020-03-01 20:40:53,5,20,208,7,130,2
2020-03-01 20:45:52,3,17,202,5,148,2
2020-03-01 20:50:52,2,19,193,3,151,2
2020-03-01 20:55:53,0,24,181,5,157,2
2020-03-01 21:00:51,1,22,179,1,162,2
2020-03-01 21:05:52,2,9,163,1,176,2
2020-03-01 21:10:52,0,7,160,2,178,2
2020-03-01 21:15:51,0,10,136,2,198,2
2020-03-01 21:20:53,0,7,104,1,227,2
2020-03-01 21:25:55,0,4,113,1,216,2
2020-03-01 21:30:52,0,9,110,3,209,2
2020-03-01 21:35:52,2,7,76,0,234,2
2020-03-01 21:40:53,1,2,62,0,239,2
2020-03-01 21:45:54,0,4,56,1,238,2
2020-03-01 21:50:51,0,3,48,0,222,2
2020-03-01 21:55:53,0,7,38,0,236,2
2020-03-01 22:00:52,0,8,38,2,225,2
2020-03-01 22:05:51,2,0,41,0,222,2
2020-03-01 22:10:55,1,4,51,0,196,0
2020-03-01 22:15:55,0,4,43,1,226,0
2020-03-01 22:20:50,1,1,42,1,215,0
2020-03-01 22:25:52,0,3,39,0,214,0
2020-03-01 22:30:56,2,4,30,0,216,0
2020-03-01 22:35:51,0,2,38,2,210,0
2020-03-01 22:40:54,2,3,34,1,211,0
2020-03-01 22:45:52,1,3,27,1,196,0
2020-03-01 22:50:54,0,3,28,0,202,0
2020-03-01 22:55:51,0,4,22,0,197,0
2020-03-01 23:00:51,0,3,23,1,213,0
2020-03-01 23:05:53,0,5,62,1,228,0
2020-03-01 23:10:54,0,7,86,4,224,0
2020-03-01 23:15:56,1,3,94,3,216,0
2020-03-01 23:20:52,1,4,74,2,223,0
2020-03-01 23:25:53,0,4,55,0,228,0
2020-03-01 23:30:53,0,2,49,1,233,0
2020-03-01 23:35:53,0,2,27,2,230,0
2020-03-01 23:40:52,0,4,35,0,213,0
2020-03-01 23:45:52,0,5,33,0,197,0
2020-03-01 23:50:53,0,2,29,2,182,0
2020-03-01 23:55:51,1,2,21,1,187,0
2020-03-02 00:00:51,0,4,18,0,175,0
2020-03-02 00:05:52,0,2,13,0,173,0
2020-03-02 00:10:52,0,1,19,1,172,0
2020-03-02 00:15:51,0,0,13,0,163,0
2020-03-02 00:20:52,0,2,14,0,152,0
2020-03-02 00:25:50,1,0,14,0,150,0
2020-03-02 00:30:53,0,2,7,0,137,0
2020-03-02 00:35:54,0,2,15,0,130,0
2020-03-02 00:40:54,0,2,12,1,118,0
2020-03-02 00:45:53,0,2,12,2,128,0
2020-03-02 00:50:53,0,1,12,0,109,0
2020-03-02 00:55:52,0,0,11,1,117,0
2020-03-02 01:00:54,0,0,6,3,101,0
2020-03-02 01:05:53,1,0,8,2,100,0
2020-03-02 01:10:51,0,1,5,2,97,0
2020-03-02 01:15:52,0,0,10,1,85,0
2020-03-02 01:20:52,0,3,5,0,88,0
2020-03-02 01:25:52,0,3,9,0,86,0
2020-03-02 01:30:52,0,1,6,1,82,0
2020-03-02 01:35:51,0,1,5,0,79,0
2020-03-02 01:40:53,0,2,6,0,74,0
2020-03-02 01:45:51,0,1,11,0,70,0
2020-03-02 01:50:54,0,0,5,0,76,0
2020-03-02 01:55:51,0,1,6,0,69,0
2020-03-02 02:00:51,0,1,6,0,75,0
2020-03-02 02:05:52,0,3,3,0,75,0
2020-03-02 02:10:50,0,3,4,0,64,0
2020-03-02 02:15:51,1,1,2,0,67,0
2020-03-02 02:20:51,0,2,4,1,63,0
2020-03-02 02:25:58,0,0,5,0,68,0
2020-03-02 02:30:53,0,0,3,0,56,0
2020-03-02 02:35:51,0,0,5,0,52,0
2020-03-02 02:40:52,1,2,5,0,58,0
2020-03-02 02:45:51,0,1,5,0,57,0
2020-03-02 02:50:52,0,0,3,0,63,0
2020-03-02 02:55:56,0,0,5,0,59,0
2020-03-02 03:00:50,0,2,3,0,64,0
2020-03-02 03:05:57,0,0,3,1,64,0
2020-03-02 03:10:53,0,1,5,0,72,0
2020-03-02 03:15:54,0,2,3,0,59,0
2020-03-02 03:20:54,0,1,3,1,55,0
2020-03-02 03:25:55,0,2,4,0,67,0
2020-03-02 03:30:51,0,0,4,0,55,0
2020-03-02 03:35:51,0,0,5,0,53,0
2020-03-02 03:40:52,0,0,3,0,56,0
2020-03-02 03:45:50,0,0,3,1,55,0
2020-03-02 03:50:51,0,1,2,1,61,0
2020-03-02 03:55:57,0,1,2,0,49,0
2020-03-02 04:00:52,0,0,5,0,57,0
2020-03-02 04:05:53,0,0,6,1,57,0
2020-03-02 04:10:51,0,1,3,0,66,0
2020-03-02 04:15:52,0,1,5,1,56,0
2020-03-02 04:20:52,1,1,2,0,57,0
2020-03-02 04:25:54,0,0,6,0,63,0
2020-03-02 04:30:50,0,0,7,0,66,0
2020-03-02 04:35:51,0,0,8,0,63,0
2020-03-02 04:40:51,0,1,5,0,66,0
2020-03-02 04:45:52,0,0,7,0,71,0
2020-03-02 04:50:52,0,1,5,0,83,0
2020-03-02 04:55:53,0,1,10,0,80,0
2020-03-02 05:00:52,0,2,1,1,85,0
2020-03-02 05:05:54,0,1,7,0,92,0
2020-03-02 05:10:51,0,1,8,0,99,0
2020-03-02 05:15:51,0,1,14,0,102,0
2020-03-02 05:20:52,0,0,17,0,115,0
2020-03-02 05:25:52,0,1,18,0,123,0
2020-03-02 05:30:57,0,2,22,0,132,0
2020-03-02 05:35:50,0,2,21,0,138,0
2020-03-02 05:40:53,0,1,24,1,141,0
2020-03-02 05:45:52,0,3,31,0,137,0
2020-03-02 05:50:52,0,1,24,0,153,0
2020-03-02 05:55:53,1,0,26,0,154,0
2020-03-02 06:00:51,0,0,28,0,150,0
2020-03-02 06:05:52,0,1,33,0,176,0
2020-03-02 06:10:52,0,2,38,0,180,0
2020-03-02 06:15:53,0,3,70,0,165,0
2020-03-02 06:20:51,1,1,81,0,178,0
2020-03-02 06:25:50,0,4,81,4,182,0
2020-03-02 06:30:53,0,7,101,2,166,0
2020-03-02 06:35:51,1,11,98,2,170,0
2020-03-02 06:40:50,2,15,111,7,166,0
2020-03-02 06:45:52,3,12,119,8,181,0
2020-03-02 06:50:52,2,8,137,6,190,0
2020-03-02 06:55:53,2,13,148,9,173,0
2020-03-02 07:00:53,2,17,167,7,164,0
2020-03-02 07:05:53,1,16,178,7,160,0
2020-03-02 07:10:53,3,22,191,4,152,0
2020-03-02 07:15:52,2,28,202,11,132,0
2020-03-02 07:20:50,5,32,215,8,120,0
2020-03-02 07:25:51,6,41,207,9,118,0
2020-03-02 07:30:54,5,37,234,17,92,0
2020-03-02 07:35:52,6,42,235,17,84,0
2020-03-02 07:40:56,6,46,240,8,89,0
2020-03-02 07:45:52,11,42,251,18,75,0
2020-03-02 07:50:51,11,53,259,25,46,0
2020-03-02 07:55:53,12,54,246,32,42,0
2020-03-02 08:00:51,14,49,271,27,33,0
2020-03-02 08:05:53,12,65,248,29,41,0
2020-03-02 08:10:53,13,65,247,27,40,0
2020-03-02 08:15:53,16,73,250,18,35,0
2020-03-02 08:20:52,18,66,256,21,32,0
2020-03-02 08:25:54,12,68,251,30,36,0
2020-03-02 08:30:51,15,71,250,29,31,0
2020-03-02 08:35:51,18,76,248,27,25,0
2020-03-02 08:40:52,15,67,251,33,27,0
2020-03-02 08:45:57,18,63,242,38,27,0
2020-03-02 08:50:53,18,77,240,37,26,0
2020-03-02 08:55:53,23,90,224,27,27,0
2020-03-02 09:00:55,19,86,230,30,27,0
2020-03-02 09:05:53,21,84,228,29,26,0
2020-03-02 09:10:53,20,90,222,29,30,0
2020-03-02 09:15:52,21,68,244,28,30,0
2020-03-02 09:20:50,15,69,248,36,24,0
2020-03-02 09:25:52,17,71,241,31,31,0
2020-03-02 09:30:51,15,74,247,27,29,0
2020-03-02 09:35:53,14,67,246,24,37,0
2020-03-02 09:40:51,14,61,252,24,41,0
2020-03-02 09:45:55,10,66,256,24,34,0
2020-03-02 09:50:50,11,65,252,23,41,0
2020-03-02 09:55:52,12,65,260,11,40,0
2020-03-02 10:00:50,9,49,268,21,44,0
2020-03-02 10:05:53,6,55,275,18,38,0
2020-03-02 10:10:53,6,48,290,11,36,0
2020-03-02 10:15:53,7,40,289,13,43,0
2020-03-02 10:20:52,3,47,278,12,49,0
2020-03-02 10:25:52,3,48,281,6,57,0
2020-03-02 10:30:52,5,41,278,12,60,0
2020-03-02 10:35:52,2,48,275,13,55,0
2020-03-02 10:40:52,6,55,268,10,54,0
2020-03-02 10:45:51,5,55,267,13,57,0
2020-03-02 10:50:53,4,57,267,14,54,0
2020-03-02 10:55:53,6,47,281,14,49,0
2020-03-02 11:00:52,4,39,283,13,55,0
2020-03-02 11:05:52,5,43,277,18,52,0
2020-03-02 11:10:52,2,45,279,22,48,0
2020-03-02 11:15:52,4,45,279,16,50,0
2020-03-02 11:20:52,8,58,260,12,54,0
2020-03-02 11:25:52,7,44,272,18,46,0
2020-03-02 11:30:55,8,44,282,12,43,0
2020-03-02 11:35:55,9,47,282,12,39,0
2020-03-02 11:40:51,9,51,270,18,42,0
2020-03-02 11:45:57,7,45,279,24,35,0
2020-03-02 11:50:52,16,34,288,15,40,0
2020-03-02 11:55:52,13,40,285,14,38,0
2020-03-02 12:00:52,5,47,290,16,33,0
2020-03-02 12:05:52,5,46,292,13,40,0
2020-03-02 12:10:56,5,46,292,14,39,0
2020-03-02 12:15:53,5,47,286,13,43,0
2020-03-02 12:20:54,3,55,285,10,44,0
2020-03-02 12:25:58,3,43,293,16,42,0
2020-03-02 12:30:53,4,39,289,23,43,0
2020-03-02 12:35:53,5,39,289,18,43,0
2020-03-02 12:40:51,6,51,282,20,37,0
2020-03-02 12:45:52,6,49,278,19,43,0
2020-03-02 12:50:51,4,42,285,18,45,0
2020-03-02 12:55:53,6,47,277,15,51,0
2020-03-02 13:00:51,8,51,283,11,42,0
2020-03-02 13:05:52,7,49,286,10,44,0
2020-03-02 13:10:52,5,54,278,15,46,0
2020-03-02 13:15:52,5,49,280,11,53,0
2020-03-02 13:20:52,4,52,278,12,52,0
2020-03-02 13:25:58,3,49,282,13,50,0
2020-03-02 13:30:51,2,35,295,15,49,0
2020-03-02 13:35:51,3,42,281,17,51,0
2020-03-02 13:40:53,2,49,285,9,51,0
2020-03-02 13:45:57,2,45,283,14,50,0
2020-03-02 13:50:52,3,46,283,10,53,0
2020-03-02 13:55:54,5,32,289,12,59,0
2020-03-02 14:12:25,0,1,48,0,2,0
2020-03-02 14:20:56,2,29,275,10,75,0
2020-03-02 14:25:55,3,29,287,8,63,0
2020-03-02 14:31:36,2,25,279,10,75,0
2020-03-02 14:35:54,3,27,284,10,69,0
2020-03-02 14:40:54,2,30,286,6,66,0
2020-03-02 14:45:54,1,27,276,9,80,0
2020-03-02 14:50:53,3,24,291,8,65,0
2020-03-02 14:55:55,3,22,292,9,66,0
2020-03-02 15:00:56,4,18,284,6,77,0
2020-03-02 15:05:54,6,29,265,6,84,0
2020-03-02 15:10:54,2,27,272,9,82,0
2020-03-02 15:15:54,3,31,283,8,68,0
2020-03-02 15:20:55,2,24,287,14,66,0
2020-03-02 15:25:55,5,31,276,10,71,0
2020-03-02 15:30:55,4,35,278,12,60,0
2020-03-02 15:35:54,3,38,283,10,58,0
2020-03-02 15:40:54,6,32,287,9,60,0
2020-03-02 15:45:56,5,33,280,11,65,0
2020-03-02 15:50:53,4,36,281,13,58,0
2020-03-02 15:55:54,5,37,289,9,52,0
2020-03-02 16:00:55,4,40,296,8,46,0
2020-03-02 16:05:55,4,32,289,10,59,0
2020-03-02 16:10:55,4,33,289,10,55,0
2020-03-02 16:15:52,4,34,297,12,45,0
2020-03-02 16:20:54,4,38,284,14,54,0
2020-03-02 16:25:55,4,40,287,16,50,0
2020-03-02 16:30:55,8,45,282,10,49,0
2020-03-02 16:35:55,10,29,292,18,46,0
2020-03-02 16:40:55,7,40,281,18,50,0
2020-03-02 16:45:53,5,43,285,21,44,0
2020-03-02 16:50:54,6,41,290,14,44,0
2020-03-02 16:55:54,6,44,296,11,40,0
2020-03-02 17:00:53,8,40,284,16,45,0
2020-03-02 17:05:56,3,42,295,16,39,0
2020-03-02 17:10:54,9,47,289,15,34,0
2020-03-02 17:15:54,9,45,284,19,36,0
2020-03-02 17:20:55,7,54,284,21,30,0
2020-03-02 17:25:53,8,66,268,18,32,0
2020-03-02 17:30:54,8,62,275,21,26,0
2020-03-02 17:35:55,8,61,279,14,32,0
2020-03-02 17:40:53,8,59,286,9,34,0
2020-03-02 17:45:56,4,53,287,19,32,0
2020-03-02 17:50:54,5,55,284,19,32,0
2020-03-02 17:55:54,5,64,270,23,35,0
2020-03-02 18:00:53,8,62,264,19,43,0
2020-03-02 18:05:53,7,54,277,29,31,0
2020-03-02 18:10:53,12,63,264,21,35,0
2020-03-02 18:15:53,11,72,267,23,22,0
2020-03-02 18:20:54,9,55,276,27,29,0
2020-03-02 18:25:55,7,63,270,25,30,0
2020-03-02 18:30:55,8,67,266,24,30,0
2020-03-02 18:35:53,12,70,261,19,31,0
2020-03-02 18:40:54,10,72,261,21,35,0
2020-03-02 18:45:54,12,71,264,18,31,0
2020-03-02 18:50:55,13,58,279,22,24,0
2020-03-02 18:55:55,13,69,261,19,33,0
2020-03-02 19:00:55,11,64,259,18,44,0
2020-03-02 19:05:54,8,64,259,22,45,0
2020-03-02 19:10:52,11,63,268,15,39,0
2020-03-02 19:15:50,8,65,272,18,33,0
2020-03-02 19:20:55,4,66,273,20,31,0
2020-03-02 19:25:53,4,54,279,18,42,0
2020-03-02 19:30:54,7,57,256,12,60,0
2020-03-02 19:35:54,8,55,262,15,52,0
2020-03-02 19:40:52,3,41,270,18,63,0
2020-03-02 19:45:53,5,42,270,12,62,0
2020-03-02 19:50:54,4,35,280,14,60,0
2020-03-02 19:55:54,5,39,275,13,63,0
2020-03-02 20:00:54,5,49,260,8,72,0
2020-03-02 20:05:55,7,37,260,12,75,0
2020-03-02 20:10:54,6,27,261,13,81,0
2020-03-02 20:15:54,5,41,263,6,75,2
2020-03-02 20:20:54,2,41,278,6,63,2
2020-03-02 20:25:53,4,37,255,9,83,2
2020-03-02 20:30:55,4,29,252,9,94,2
2020-03-02 20:35:54,1,27,248,15,94,2
2020-03-02 20:40:52,1,34,252,8,94,2
2020-03-02 20:45:55,1,39,254,1,91,2
2020-03-02 20:50:55,2,28,238,3,119,2
2020-03-02 20:55:52,1,25,233,6,120,2
2020-03-02 21:00:54,0,18,222,4,132,2
2020-03-02 21:05:55,1,24,202,2,157,2
2020-03-02 21:10:53,3,21,211,4,139,2
2020-03-02 21:15:53,0,20,204,4,149,2
2020-03-02 21:20:54,0,20,208,3,146,2
2020-03-02 21:25:52,0,21,186,3,165,2
2020-03-02 21:30:54,0,17,177,2,180,2
2020-03-02 21:35:55,0,13,148,0,190,2
2020-03-02 21:40:53,0,11,136,1,194,2
2020-03-02 21:45:52,0,7,130,3,204,2
2020-03-02 21:50:54,0,11,123,2,201,2
2020-03-02 21:55:55,0,10,93,3,218,2
2020-03-02 22:00:51,1,7,76,4,233,2
2020-03-02 22:05:52,0,4,77,5,236,0
2020-03-02 22:10:53,0,7,86,4,218,0
2020-03-02 22:15:55,0,5,79,4,232,0
2020-03-02 22:20:53,0,6,80,5,224,0
2020-03-02 22:25:54,1,9,80,4,210,0
2020-03-02 22:30:54,1,11,68,3,212,0
2020-03-02 22:35:54,1,4,57,3,231,0
2020-03-02 22:40:53,0,6,41,2,225,0
